epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.8850335478782654,0.8098381757736206,0.11496656388044357,1e-04,0.8882719278335571,0.9111841320991516,0.8956193327903748,0.8266923427581787,0.10441330075263977,0.8524848818778992,0.9707077145576477
1,0.9243227243423462,0.8682931065559387,0.0756751149892807,1e-04,0.9230263233184814,0.9433313608169556,0.8919644355773926,0.8209345936775208,0.10805853456258774,0.8466783165931702,0.9665797352790833
2,0.9410006403923035,0.8944359421730042,0.0589979849755764,1e-04,0.9390387535095215,0.9565286040306091,0.8990379571914673,0.8313320875167847,0.10098809748888016,0.9123572707176208,0.9081740975379944
3,0.9514795541763306,0.9116595387458801,0.048519033938646317,1e-04,0.9493223428726196,0.9642359614372253,0.9047039151191711,0.842340886592865,0.09532379359006882,0.8836973309516907,0.9457095861434937
4,0.9582422971725464,0.9231758713722229,0.041759684681892395,1e-04,0.9563092589378357,0.9693120121955872,0.9309417009353638,0.8795312643051147,0.06906662881374359,0.9212155938148499,0.953936755657196
5,0.9638655781745911,0.9327993988990784,0.0361364521086216,1e-04,0.9620164036750793,0.9737724661827087,0.9118241667747498,0.8506671190261841,0.08819344639778137,0.8871948719024658,0.9565278887748718
6,0.9675624966621399,0.9392027854919434,0.032437678426504135,1e-04,0.9658396244049072,0.9766283631324768,0.9059092402458191,0.8453585505485535,0.09411153942346573,0.9104470014572144,0.9261757135391235
7,0.9705134630203247,0.9444717168807983,0.029486345127224922,1e-04,0.9693625569343567,0.9786741733551025,0.9331418871879578,0.8835831880569458,0.06686761230230331,0.924443244934082,0.9534311294555664
